response_id,control_doc_id,test_doc_id,stance,chose_control,confidence,time_spent_seconds,expanded_control,expanded_test,tercile
1816,P19_FOR,P22_FOR,FOR,False,,12.2,False,False,late
1817,P25_AGAINST,P18_AGAINST,AGAINST,False,,22.0,True,True,late
1818,P33_AGAINST,P16_AGAINST,AGAINST,False,,18.0,True,False,late
1819,P27_AGAINST,P16_AGAINST,AGAINST,True,5,115.9,True,True,early
1820,P39_AGAINST,P32_AGAINST,AGAINST,False,,60.6,False,False,early
1821,P25_FOR,P34_FOR,FOR,False,4,70.1,False,False,middle
1822,P27_AGAINST,P24_AGAINST,AGAINST,True,,22.7,False,False,early
1823,P19_AGAINST,P26_AGAINST,AGAINST,False,4,30.9,False,False,early
1824,P39_AGAINST,P18_AGAINST,AGAINST,True,4,26.2,False,False,early
1825,P39_FOR,P22_FOR,FOR,True,4,23.7,False,False,early
1826,P25_FOR,P42_FOR,FOR,True,2,22.2,False,False,early
1827,P45_AGAINST,P42_AGAINST,AGAINST,True,2,31.2,False,False,early
1828,P17_FOR,P32_FOR,FOR,False,4,25.6,False,False,middle
1829,P29_FOR,P30_FOR,FOR,False,4,16.2,False,False,middle
1830,P27_FOR,P34_FOR,FOR,True,4,17.2,False,False,middle
1831,P17_AGAINST,P22_AGAINST,AGAINST,False,4,31.6,False,False,middle
1832,P29_AGAINST,P32_AGAINST,AGAINST,False,4,29.2,False,False,middle
1833,P45_FOR,P40_FOR,FOR,False,4,14.2,False,False,middle
1834,P43_AGAINST,P44_AGAINST,AGAINST,True,4,18.6,False,False,late
1835,P25_AGAINST,P34_AGAINST,AGAINST,False,4,31.5,False,False,late
1836,P33_AGAINST,P40_AGAINST,AGAINST,False,4,17.9,False,False,late
1837,P33_FOR,P16_FOR,FOR,False,3,27.3,False,False,late
1838,P43_FOR,P24_FOR,FOR,False,4,21.1,False,False,late
1839,P19_FOR,P48_FOR,FOR,False,4,15.2,False,False,late
1840,P43_AGAINST,P40_AGAINST,AGAINST,False,,69.6,True,True,early
1841,P39_FOR,P44_FOR,FOR,True,,35.6,True,True,middle
1842,P25_AGAINST,P22_AGAINST,AGAINST,True,,28.0,False,False,late
1843,P25_AGAINST,P32_AGAINST,AGAINST,False,,41.1,True,True,early
1844,P39_AGAINST,P24_AGAINST,AGAINST,False,3,55.0,True,True,early
1845,P33_AGAINST,P44_AGAINST,AGAINST,True,,48.0,True,True,early
1846,P17_FOR,P24_FOR,FOR,False,,46.6,False,False,early
1847,P25_FOR,P22_FOR,FOR,True,,74.1,False,False,middle
1848,P33_FOR,P48_FOR,FOR,False,,210.7,True,True,middle
1849,P45_AGAINST,P42_AGAINST,AGAINST,True,,25.1,True,False,middle
1850,P19_AGAINST,P40_AGAINST,AGAINST,False,,381.9,False,True,middle
1851,P29_FOR,P16_FOR,FOR,False,,34.5,False,False,late
1852,P17_AGAINST,P16_AGAINST,AGAINST,False,,26.0,False,False,late
1853,P29_FOR,P42_FOR,FOR,False,,43.4,False,False,early
1854,P25_FOR,P48_FOR,FOR,True,,23.7,False,False,early
1855,P43_FOR,P22_FOR,FOR,False,,32.5,False,False,early
1856,P19_AGAINST,P34_AGAINST,AGAINST,True,,21.5,False,False,early
1857,P17_AGAINST,P24_AGAINST,AGAINST,False,,29.5,False,False,early
1858,P17_FOR,P24_FOR,FOR,False,,25.6,False,False,early
1859,P45_FOR,P44_FOR,FOR,True,,18.4,False,False,middle
1860,P45_AGAINST,P30_AGAINST,AGAINST,True,,25.2,False,False,middle
1861,P33_AGAINST,P16_AGAINST,AGAINST,True,,23.5,False,False,middle
1862,P27_FOR,P16_FOR,FOR,False,,23.5,False,False,middle
1863,P19_FOR,P32_FOR,FOR,False,,28.9,False,False,middle
1864,P43_AGAINST,P18_AGAINST,AGAINST,False,,18.8,False,False,middle
1865,P33_FOR,P34_FOR,FOR,False,3,24.9,False,False,late
1866,P25_AGAINST,P22_AGAINST,AGAINST,False,5,23.0,False,False,late
1867,P39_AGAINST,P26_AGAINST,AGAINST,False,4,19.6,False,False,late
1868,P27_AGAINST,P44_AGAINST,AGAINST,True,5,29.7,False,False,late
1869,P39_FOR,P18_FOR,FOR,True,5,21.5,False,False,late
1870,P29_AGAINST,P42_AGAINST,AGAINST,True,5,27.3,False,False,late
1871,P27_FOR,P34_FOR,FOR,True,,65.6,False,False,early
1872,P43_FOR,P26_FOR,FOR,False,,52.9,False,False,early
1873,P25_FOR,P22_FOR,FOR,False,,19.4,False,False,middle
1874,P45_AGAINST,P30_AGAINST,AGAINST,True,,19.0,False,False,middle
1875,P45_FOR,P44_FOR,FOR,True,,17.7,False,False,early
1876,P29_AGAINST,P26_AGAINST,AGAINST,False,5,42.0,False,False,early
1877,P45_FOR,P44_FOR,FOR,True,5,50.0,False,False,early
1878,P19_FOR,P26_FOR,FOR,False,5,49.3,True,True,early
1879,P25_FOR,P22_FOR,FOR,False,3,66.7,True,True,early
1880,P29_FOR,P34_FOR,FOR,False,2,561.4,True,True,early
1881,P43_FOR,P16_FOR,FOR,False,3,324.5,True,True,early
1882,P27_FOR,P18_FOR,FOR,True,5,78.6,True,True,middle
1883,P43_AGAINST,P24_AGAINST,AGAINST,False,2,33.5,True,True,middle
1884,P25_AGAINST,P40_AGAINST,AGAINST,False,4,1700.1,True,True,middle
1885,P33_AGAINST,P42_AGAINST,AGAINST,True,4,17.5,True,True,middle
1886,P17_FOR,P42_FOR,FOR,True,4,209.4,True,True,middle
1887,P39_AGAINST,P30_AGAINST,AGAINST,False,3,241.4,True,False,middle
1888,P17_AGAINST,P44_AGAINST,AGAINST,True,4,150.4,True,True,late
1889,P45_AGAINST,P16_AGAINST,AGAINST,False,3,210.2,True,True,late
1890,P33_FOR,P32_FOR,FOR,False,4,70.0,True,True,late
1891,P19_AGAINST,P18_AGAINST,AGAINST,False,3,52.0,True,True,late
1892,P39_FOR,P40_FOR,FOR,True,2,49.3,True,True,late
1893,P27_AGAINST,P34_AGAINST,AGAINST,True,3,49.3,True,True,late
1894,P19_AGAINST,P24_AGAINST,AGAINST,True,,28.0,False,False,early
1895,P45_FOR,P42_FOR,FOR,True,,37.8,False,False,early
1896,P25_AGAINST,P40_AGAINST,AGAINST,False,,28.6,False,True,early
1897,P27_FOR,P40_FOR,FOR,False,,55.7,False,False,early
1898,P43_FOR,P22_FOR,FOR,True,,19.9,False,False,early
1899,P19_FOR,P26_FOR,FOR,False,,49.6,False,False,early
1900,P17_AGAINST,P18_AGAINST,AGAINST,True,,41.6,False,False,middle
1901,P25_FOR,P24_FOR,FOR,False,,22.2,False,False,middle
1902,P43_AGAINST,P32_AGAINST,AGAINST,False,,30.4,False,False,middle
1903,P39_AGAINST,P34_AGAINST,AGAINST,True,,22.8,False,False,middle
1904,P39_FOR,P16_FOR,FOR,True,,652.5,False,False,middle
1905,P27_AGAINST,P42_AGAINST,AGAINST,True,,16.5,False,False,middle
1906,P29_AGAINST,P16_AGAINST,AGAINST,True,,40.4,False,False,late
1907,P45_AGAINST,P30_AGAINST,AGAINST,False,,41.7,False,False,late
1908,P33_FOR,P32_FOR,FOR,False,,59.0,False,False,late
1909,P17_FOR,P34_FOR,FOR,False,,17.9,False,False,late
1910,P29_FOR,P48_FOR,FOR,False,,18.4,False,False,late
1911,P33_AGAINST,P26_AGAINST,AGAINST,False,,19.1,False,False,late
1912,P33_FOR,P26_FOR,FOR,False,,33.3,True,True,early
1913,P39_FOR,P34_FOR,FOR,True,3,85.5,True,True,middle
1914,P33_AGAINST,P32_AGAINST,AGAINST,False,5,48.5,False,False,early
1915,P39_FOR,P18_FOR,FOR,True,,78.9,False,False,early
1916,P17_AGAINST,P42_AGAINST,AGAINST,False,,77.7,False,False,early
1917,P27_AGAINST,P44_AGAINST,AGAINST,True,,70.2,False,False,early
1918,P43_FOR,P30_FOR,FOR,True,,69.7,False,False,middle
1919,P25_FOR,P44_FOR,FOR,False,,18.3,False,False,middle
1920,P29_FOR,P40_FOR,FOR,False,,14.4,False,False,middle
1921,P29_AGAINST,P34_AGAINST,AGAINST,False,,49.9,False,False,middle
1922,P43_AGAINST,P16_AGAINST,AGAINST,True,,71.5,False,False,late
1923,P45_FOR,P34_FOR,FOR,False,5,19.7,False,False,late
1924,P45_AGAINST,P26_AGAINST,AGAINST,False,,20.8,False,True,early
1925,P17_AGAINST,P24_AGAINST,AGAINST,False,4,593.9,False,False,early
1926,P33_AGAINST,P30_AGAINST,AGAINST,False,5,14.1,False,False,early
1927,P43_FOR,P16_FOR,FOR,True,4,67.6,False,False,early
1928,P19_AGAINST,P34_AGAINST,AGAINST,False,2,202.6,False,False,early
1929,P33_FOR,P26_FOR,FOR,False,2,11.0,False,False,early
1930,P29_FOR,P24_FOR,FOR,False,3,12.3,False,False,middle
1931,P43_AGAINST,P16_AGAINST,AGAINST,False,,193.2,False,False,middle
1932,P39_AGAINST,P18_AGAINST,AGAINST,True,2,14.8,False,False,middle
1933,P27_FOR,P48_FOR,FOR,True,4,11.2,False,False,middle
1934,P19_FOR,P30_FOR,FOR,False,,11.8,False,False,middle
1935,P45_FOR,P34_FOR,FOR,True,2,11.1,False,False,middle
1936,P39_FOR,P40_FOR,FOR,False,,150.4,False,False,late
1937,P25_FOR,P32_FOR,FOR,False,2,12.5,False,False,late
1938,P29_AGAINST,P22_AGAINST,AGAINST,False,4,11.7,False,False,late
1939,P17_FOR,P42_FOR,FOR,True,,230.8,False,False,late
1940,P25_AGAINST,P42_AGAINST,AGAINST,True,,223.0,True,True,late
1941,P27_AGAINST,P40_AGAINST,AGAINST,False,,15.2,True,True,late
1942,P17_AGAINST,P42_AGAINST,AGAINST,True,,64.0,True,True,early
1943,P29_AGAINST,P34_AGAINST,AGAINST,True,,36.4,True,True,middle
1944,P25_FOR,P34_FOR,FOR,False,3,33.0,False,True,late
1945,P25_AGAINST,P34_AGAINST,AGAINST,False,,53.0,True,False,early
1946,P39_FOR,P30_FOR,FOR,False,,46.1,False,False,early
1947,P43_AGAINST,P26_AGAINST,AGAINST,False,,74.2,False,False,early
1948,P33_AGAINST,P40_AGAINST,AGAINST,False,,58.3,False,False,early
1949,P19_FOR,P16_FOR,FOR,False,,42.3,False,False,early
1950,P25_FOR,P18_FOR,FOR,True,,47.3,True,True,early
1951,P29_FOR,P34_FOR,FOR,False,,88.5,True,True,middle
1952,P33_FOR,P42_FOR,FOR,True,,35.7,True,True,middle
1953,P27_FOR,P24_FOR,FOR,True,,44.5,True,True,middle
1954,P39_AGAINST,P30_AGAINST,AGAINST,True,,62.8,True,True,middle
1955,P17_FOR,P32_FOR,FOR,False,,23.2,False,False,middle
1956,P45_AGAINST,P32_AGAINST,AGAINST,False,,141.9,False,False,middle
1957,P43_FOR,P26_FOR,FOR,False,,61.9,True,True,late
1958,P45_FOR,P22_FOR,FOR,True,,50.0,True,True,late
1959,P17_AGAINST,P44_AGAINST,AGAINST,True,,81.7,True,True,late
1960,P19_AGAINST,P42_AGAINST,AGAINST,True,,54.3,True,True,late
1961,P29_AGAINST,P18_AGAINST,AGAINST,True,,56.5,True,True,late
1962,P27_AGAINST,P22_AGAINST,AGAINST,True,,23.6,False,False,late
1963,P43_FOR,P18_FOR,FOR,True,3,202.2,True,True,early
1964,P19_AGAINST,P30_AGAINST,AGAINST,True,,87.3,True,False,early
1965,P45_AGAINST,P22_AGAINST,AGAINST,False,3,136.3,True,True,early
1966,P39_FOR,P22_FOR,FOR,False,,77.0,True,True,early
1967,P33_FOR,P30_FOR,FOR,True,2,108.2,True,True,early
1968,P45_FOR,P42_FOR,FOR,True,,78.7,True,True,early
1969,P27_AGAINST,P44_AGAINST,AGAINST,False,2,77.6,True,True,middle
1970,P25_AGAINST,P42_AGAINST,AGAINST,True,2,39.8,True,True,middle
1971,P39_AGAINST,P24_AGAINST,AGAINST,True,,60.6,True,True,middle
1972,P29_AGAINST,P18_AGAINST,AGAINST,False,2,159.3,True,True,middle
1973,P19_FOR,P26_FOR,FOR,False,3,175.2,True,True,middle
1974,P33_AGAINST,P26_AGAINST,AGAINST,False,2,62.5,True,True,middle
1975,P25_FOR,P34_FOR,FOR,True,,44.1,True,True,late
1976,P17_AGAINST,P32_AGAINST,AGAINST,False,2,90.3,True,True,late
1977,P17_FOR,P48_FOR,FOR,True,,32.8,True,True,late
1978,P43_AGAINST,P34_AGAINST,AGAINST,False,4,99.4,True,True,late
1979,P29_FOR,P32_FOR,FOR,False,1,38.4,True,True,late
1980,P27_FOR,P40_FOR,FOR,True,,38.5,True,True,late
1981,P17_AGAINST,P40_AGAINST,AGAINST,False,,67.3,False,False,early
1982,P33_AGAINST,P26_AGAINST,AGAINST,False,,30.1,False,False,early
1983,P19_FOR,P34_FOR,FOR,True,,55.5,False,False,early
1984,P29_AGAINST,P42_AGAINST,AGAINST,True,,29.6,False,False,early
1985,P39_FOR,P48_FOR,FOR,True,,36.0,False,False,early
1986,P29_FOR,P30_FOR,FOR,False,,17.2,False,False,early
1987,P27_AGAINST,P18_AGAINST,AGAINST,True,,33.3,False,False,middle
1988,P45_AGAINST,P44_AGAINST,AGAINST,True,,29.7,False,False,middle
1989,P17_FOR,P26_FOR,FOR,False,,20.3,False,False,middle
1990,P19_AGAINST,P24_AGAINST,AGAINST,False,,22.7,False,False,middle
1991,P33_FOR,P42_FOR,FOR,True,,11.3,False,False,middle
1992,P43_FOR,P24_FOR,FOR,False,,27.1,False,False,middle
1993,P27_FOR,P18_FOR,FOR,True,,16.5,False,False,late
1994,P25_FOR,P16_FOR,FOR,True,,27.5,False,False,late
1995,P45_FOR,P40_FOR,FOR,False,,146.0,False,False,late
1996,P43_AGAINST,P22_AGAINST,AGAINST,True,,29.0,False,False,late
1997,P39_AGAINST,P32_AGAINST,AGAINST,False,,80.2,False,False,late
1998,P25_AGAINST,P30_AGAINST,AGAINST,True,,40.9,False,False,late
