response_id,control_doc_id,test_doc_id,stance,chose_control,confidence,time_spent_seconds,expanded_control,expanded_test,tercile
1447,P17_FOR,P16_FOR,FOR,False,,25.4,False,False,early
1448,P45_AGAINST,P26_AGAINST,AGAINST,False,,21.2,False,False,early
1449,P39_AGAINST,P32_AGAINST,AGAINST,False,,22.4,False,False,early
1450,P43_AGAINST,P34_AGAINST,AGAINST,False,,19.0,False,False,early
1451,P29_FOR,P34_FOR,FOR,False,,18.5,False,False,middle
1452,P33_AGAINST,P30_AGAINST,AGAINST,True,,27.5,False,False,middle
1453,P25_AGAINST,P40_AGAINST,AGAINST,False,,59.0,False,False,middle
1454,P19_AGAINST,P18_AGAINST,AGAINST,True,,71.2,False,False,middle
1455,P25_FOR,P40_FOR,FOR,False,,32.2,False,False,middle
1456,P43_FOR,P18_FOR,FOR,False,,41.7,False,False,middle
1457,P27_FOR,P26_FOR,FOR,False,,36.2,False,False,late
1458,P27_AGAINST,P24_AGAINST,AGAINST,True,,37.2,False,False,late
1459,P19_FOR,P44_FOR,FOR,False,,61.8,False,False,late
1460,P45_FOR,P48_FOR,FOR,False,,27.5,False,False,late
1461,P17_AGAINST,P42_AGAINST,AGAINST,True,,31.6,False,False,late
1462,P33_FOR,P32_FOR,FOR,True,,23.1,False,False,late
1463,P39_FOR,P42_FOR,FOR,False,4,18.0,False,False,early
1464,P19_FOR,P30_FOR,FOR,True,,22.3,False,False,early
1465,P45_FOR,P44_FOR,FOR,False,4,12.5,False,False,middle
1466,P27_AGAINST,P34_AGAINST,AGAINST,False,,66.0,False,False,early
1467,P39_FOR,P42_FOR,FOR,True,3,36.2,False,False,early
1468,P43_FOR,P26_FOR,FOR,False,,18.0,False,False,middle
1469,P29_AGAINST,P30_AGAINST,AGAINST,False,,40.4,False,False,middle
1470,P19_AGAINST,P16_AGAINST,AGAINST,False,,19.2,False,False,late
1471,P19_AGAINST,P24_AGAINST,AGAINST,False,,87.1,True,True,early
1472,P45_AGAINST,P30_AGAINST,AGAINST,True,5,139.3,True,True,early
1473,P45_FOR,P32_FOR,FOR,False,,73.1,False,True,middle
1474,P39_AGAINST,P34_AGAINST,AGAINST,True,,41.9,False,False,middle
1475,P17_AGAINST,P18_AGAINST,AGAINST,True,,244.8,True,True,early
1476,P25_AGAINST,P16_AGAINST,AGAINST,False,,35.7,False,True,middle
1477,P19_AGAINST,P32_AGAINST,AGAINST,False,,71.5,False,True,late
1478,P43_FOR,P30_FOR,FOR,False,3,57.6,False,False,early
1479,P27_FOR,P32_FOR,FOR,True,,10.9,False,False,early
1480,P29_FOR,P40_FOR,FOR,False,4,45.7,False,False,early
1481,P19_AGAINST,P22_AGAINST,AGAINST,False,,61.3,False,False,early
1482,P19_FOR,P26_FOR,FOR,True,3,69.6,False,False,middle
1483,P45_AGAINST,P34_AGAINST,AGAINST,False,3,42.1,False,False,middle
1484,P25_FOR,P42_FOR,FOR,False,3,134.5,True,True,late
1485,P39_AGAINST,P18_AGAINST,AGAINST,True,,157.6,True,False,late
1486,P25_FOR,P24_FOR,FOR,False,4,16.4,False,False,early
1487,P33_AGAINST,P18_AGAINST,AGAINST,False,4,91.3,False,False,middle
1488,P45_AGAINST,P24_AGAINST,AGAINST,False,,12.3,False,False,early
1489,P29_FOR,P16_FOR,FOR,True,,11.2,True,False,early
1490,P45_FOR,P18_FOR,FOR,True,,41.1,True,True,early
1491,P17_FOR,P32_FOR,FOR,False,,62.2,True,True,early
1492,P33_FOR,P34_FOR,FOR,False,,15.2,True,True,early
1493,P17_AGAINST,P44_AGAINST,AGAINST,True,,81.0,True,False,early
1494,P33_AGAINST,P40_AGAINST,AGAINST,False,,25.8,True,True,middle
1495,P25_AGAINST,P16_AGAINST,AGAINST,False,,47.3,False,True,middle
1496,P43_FOR,P44_FOR,FOR,False,,33.3,False,False,middle
1497,P43_AGAINST,P22_AGAINST,AGAINST,True,,32.3,True,True,middle
1498,P29_AGAINST,P32_AGAINST,AGAINST,False,,11.2,False,False,middle
1499,P19_AGAINST,P26_AGAINST,AGAINST,False,,17.8,True,True,middle
1500,P39_FOR,P40_FOR,FOR,True,,41.5,True,True,late
1501,P27_AGAINST,P30_AGAINST,AGAINST,True,,28.1,True,False,late
1502,P27_FOR,P42_FOR,FOR,True,,11.3,False,False,late
1503,P39_AGAINST,P18_AGAINST,AGAINST,True,,32.3,True,False,late
1504,P25_FOR,P48_FOR,FOR,False,,21.9,False,True,late
1505,P19_FOR,P24_FOR,FOR,False,,36.7,False,True,late
1506,P33_FOR,P26_FOR,FOR,False,4,27.9,False,False,early
1507,P45_AGAINST,P24_AGAINST,AGAINST,True,,11.5,False,False,early
1508,P27_AGAINST,P26_AGAINST,AGAINST,True,3,19.4,False,False,early
1509,P39_FOR,P48_FOR,FOR,True,,14.1,False,False,early
1510,P19_FOR,P16_FOR,FOR,False,,12.7,False,False,early
1511,P43_FOR,P24_FOR,FOR,True,3,31.4,False,False,early
1512,P25_AGAINST,P18_AGAINST,AGAINST,True,,37.8,False,False,middle
1513,P39_AGAINST,P22_AGAINST,AGAINST,False,,12.8,False,False,middle
1514,P45_FOR,P42_FOR,FOR,True,3,11.9,False,False,middle
1515,P17_FOR,P44_FOR,FOR,True,2,46.0,False,False,middle
1516,P33_AGAINST,P32_AGAINST,AGAINST,False,5,24.8,False,False,middle
1517,P25_FOR,P18_FOR,FOR,False,,47.4,False,False,middle
1518,P43_AGAINST,P44_AGAINST,AGAINST,False,,19.1,False,False,late
1519,P29_FOR,P30_FOR,FOR,True,,12.0,False,False,late
1520,P19_AGAINST,P34_AGAINST,AGAINST,True,,14.1,False,False,late
1521,P27_FOR,P32_FOR,FOR,False,,241.4,False,False,late
1522,P17_AGAINST,P42_AGAINST,AGAINST,False,,86.8,False,False,late
1523,P29_AGAINST,P40_AGAINST,AGAINST,True,,227.0,True,False,late
1524,P33_AGAINST,P30_AGAINST,AGAINST,False,1,36.5,False,False,early
1525,P43_AGAINST,P42_AGAINST,AGAINST,True,2,22.7,False,False,early
1526,P27_AGAINST,P18_AGAINST,AGAINST,False,4,27.8,True,True,early
1527,P33_FOR,P30_FOR,FOR,True,5,19.1,True,True,early
1528,P27_FOR,P22_FOR,FOR,True,3,18.7,True,True,early
1529,P45_FOR,P48_FOR,FOR,False,,13.4,True,True,early
1530,P45_AGAINST,P44_AGAINST,AGAINST,True,1,19.9,True,True,middle
1531,P43_FOR,P40_FOR,FOR,True,1,20.6,True,True,middle
1532,P39_FOR,P18_FOR,FOR,False,2,34.7,False,True,middle
1533,P39_AGAINST,P16_AGAINST,AGAINST,True,1,21.0,True,True,middle
1534,P17_AGAINST,P34_AGAINST,AGAINST,False,2,39.8,False,False,middle
1535,P29_FOR,P32_FOR,FOR,True,2,13.7,False,False,middle
1536,P19_FOR,P26_FOR,FOR,False,1,21.5,True,True,late
1537,P29_AGAINST,P32_AGAINST,AGAINST,True,1,21.0,False,False,late
1538,P25_AGAINST,P40_AGAINST,AGAINST,False,3,24.9,False,False,late
1539,P25_FOR,P34_FOR,FOR,True,1,15.1,True,True,late
1540,P19_AGAINST,P22_AGAINST,AGAINST,True,1,15.9,True,True,late
1541,P17_FOR,P42_FOR,FOR,False,,13.4,True,True,late
1542,P45_FOR,P34_FOR,FOR,True,5,10.7,False,False,early
1543,P19_FOR,P26_FOR,FOR,False,,69.5,True,True,early
1544,P17_FOR,P26_FOR,FOR,False,1,47.7,False,False,early
1545,P39_AGAINST,P22_AGAINST,AGAINST,True,2,58.6,False,False,early
1546,P39_FOR,P22_FOR,FOR,True,3,68.5,False,False,middle
1547,P19_FOR,P48_FOR,FOR,False,4,114.4,True,True,middle
1548,P19_AGAINST,P24_AGAINST,AGAINST,False,5,76.8,True,True,late
1549,P43_AGAINST,P18_AGAINST,AGAINST,False,,12.0,False,False,late
1550,P45_AGAINST,P42_AGAINST,AGAINST,True,4,51.8,False,False,early
1551,P27_FOR,P22_FOR,FOR,True,5,26.4,False,False,early
1552,P25_FOR,P42_FOR,FOR,True,2,22.7,False,False,early
1553,P43_AGAINST,P40_AGAINST,AGAINST,False,4,11.0,False,False,early
1554,P27_AGAINST,P44_AGAINST,AGAINST,True,5,14.7,False,False,early
1555,P19_FOR,P32_FOR,FOR,False,3,14.1,False,False,early
1556,P19_AGAINST,P16_AGAINST,AGAINST,True,2,19.9,False,False,middle
1557,P33_AGAINST,P32_AGAINST,AGAINST,True,3,15.3,False,False,middle
1558,P39_FOR,P48_FOR,FOR,False,3,23.8,False,False,middle
1559,P17_AGAINST,P34_AGAINST,AGAINST,True,2,16.1,False,False,middle
1560,P17_FOR,P18_FOR,FOR,False,2,16.4,False,False,middle
1561,P29_AGAINST,P26_AGAINST,AGAINST,False,3,14.4,False,False,middle
1562,P25_AGAINST,P30_AGAINST,AGAINST,False,5,14.1,False,False,late
1563,P39_AGAINST,P18_AGAINST,AGAINST,True,4,13.5,False,False,late
1564,P33_FOR,P16_FOR,FOR,True,2,20.8,False,False,late
1565,P29_FOR,P26_FOR,FOR,False,4,13.0,False,False,late
1566,P45_FOR,P44_FOR,FOR,True,5,15.0,False,False,late
1567,P43_FOR,P34_FOR,FOR,False,4,14.5,False,False,late
1568,P19_AGAINST,P18_AGAINST,AGAINST,True,,86.0,False,False,early
1569,P43_AGAINST,P30_AGAINST,AGAINST,False,,94.9,False,False,early
1570,P27_FOR,P42_FOR,FOR,True,,57.5,False,False,middle
1571,P39_AGAINST,P34_AGAINST,AGAINST,True,,73.8,False,False,middle
1572,P25_FOR,P30_FOR,FOR,False,,41.1,False,False,late
1573,P45_FOR,P16_FOR,FOR,False,,71.2,False,False,late
1574,P25_AGAINST,P24_AGAINST,AGAINST,False,,85.9,False,False,early
1575,P39_AGAINST,P30_AGAINST,AGAINST,True,,37.8,False,False,early
1576,P19_AGAINST,P26_AGAINST,AGAINST,True,5,21.5,False,False,early
1577,P39_FOR,P30_FOR,FOR,True,,23.9,False,False,early
1578,P43_AGAINST,P32_AGAINST,AGAINST,False,5,24.6,False,False,early
1579,P27_AGAINST,P40_AGAINST,AGAINST,False,,61.7,True,True,early
1580,P25_AGAINST,P22_AGAINST,AGAINST,True,,27.3,False,False,early
1581,P45_AGAINST,P24_AGAINST,AGAINST,False,,16.4,False,False,middle
1582,P33_AGAINST,P44_AGAINST,AGAINST,True,,27.0,False,False,middle
1583,P25_FOR,P48_FOR,FOR,True,,47.8,False,False,middle
1584,P29_AGAINST,P18_AGAINST,AGAINST,True,,13.6,False,False,middle
1585,P19_FOR,P32_FOR,FOR,False,,18.0,False,False,middle
1586,P43_FOR,P44_FOR,FOR,True,,47.8,False,False,middle
1587,P33_FOR,P40_FOR,FOR,True,,63.2,False,False,late
1588,P27_FOR,P22_FOR,FOR,False,,38.3,True,True,late
1589,P17_AGAINST,P42_AGAINST,AGAINST,True,,33.2,True,True,late
1590,P29_FOR,P26_FOR,FOR,True,,44.0,True,True,late
1591,P17_FOR,P16_FOR,FOR,True,,12.1,False,False,late
1592,P45_FOR,P42_FOR,FOR,True,,13.2,False,False,late
1593,P43_FOR,P32_FOR,FOR,False,4,35.7,False,False,early
1594,P45_AGAINST,P22_AGAINST,AGAINST,True,,96.0,False,False,early
1595,P19_FOR,P30_FOR,FOR,False,4,26.7,False,False,early
1596,P27_AGAINST,P26_AGAINST,AGAINST,False,3,40.9,False,False,early
1597,P33_FOR,P18_FOR,FOR,True,2,48.6,False,False,early
1598,P19_AGAINST,P30_AGAINST,AGAINST,False,3,50.5,False,False,middle
1599,P39_AGAINST,P40_AGAINST,AGAINST,True,,60.7,False,False,middle
1600,P17_AGAINST,P18_AGAINST,AGAINST,True,3,14.0,False,False,middle
1601,P25_AGAINST,P32_AGAINST,AGAINST,False,3,29.9,False,False,middle
1602,P33_AGAINST,P16_AGAINST,AGAINST,False,5,12.0,False,False,middle
1603,P39_FOR,P34_FOR,FOR,False,1,78.8,False,False,late
1604,P29_FOR,P24_FOR,FOR,True,2,19.2,False,False,late
1605,P25_FOR,P26_FOR,FOR,False,5,15.1,False,False,late
1606,P27_FOR,P26_FOR,FOR,False,,81.8,True,True,early
1607,P25_FOR,P24_FOR,FOR,False,5,32.1,False,False,middle
1608,P17_FOR,P30_FOR,FOR,False,5,16.8,False,False,late
1609,P19_FOR,P16_FOR,FOR,True,4,53.5,False,False,early
1610,P43_AGAINST,P18_AGAINST,AGAINST,True,4,41.3,False,False,early
1611,P33_AGAINST,P40_AGAINST,AGAINST,True,4,26.2,False,False,early
1612,P27_AGAINST,P24_AGAINST,AGAINST,True,4,27.0,False,False,early
1613,P17_AGAINST,P16_AGAINST,AGAINST,True,4,28.2,False,False,early
1614,P33_FOR,P22_FOR,FOR,False,5,14.7,False,False,early
1615,P19_AGAINST,P34_AGAINST,AGAINST,False,5,35.0,False,False,middle
1616,P39_FOR,P26_FOR,FOR,True,5,16.2,False,False,middle
1617,P29_AGAINST,P42_AGAINST,AGAINST,True,4,15.9,False,False,middle
1618,P27_FOR,P48_FOR,FOR,False,5,15.5,False,False,middle
1619,P25_FOR,P24_FOR,FOR,False,5,11.3,False,False,middle
1620,P25_AGAINST,P44_AGAINST,AGAINST,False,4,11.2,False,False,middle
1621,P39_AGAINST,P22_AGAINST,AGAINST,False,4,18.0,False,False,late
1622,P43_FOR,P34_FOR,FOR,False,5,20.2,False,False,late
1623,P45_FOR,P30_FOR,FOR,True,5,14.0,False,False,late
1624,P45_AGAINST,P30_AGAINST,AGAINST,True,5,14.7,False,False,late
1625,P29_FOR,P44_FOR,FOR,False,4,11.7,False,False,late
1626,P17_FOR,P42_FOR,FOR,True,5,16.4,False,False,late
1627,P33_FOR,P24_FOR,FOR,False,5,20.8,False,False,early
1628,P25_AGAINST,P18_AGAINST,AGAINST,False,5,20.0,False,False,middle
1629,P19_AGAINST,P24_AGAINST,AGAINST,True,,33.6,True,True,late
1630,P45_FOR,P42_FOR,FOR,False,,11.6,False,False,early
1631,P43_FOR,P26_FOR,FOR,True,,15.3,False,False,early
1632,P29_FOR,P44_FOR,FOR,True,,24.4,False,False,early
1633,P19_FOR,P22_FOR,FOR,True,,12.0,False,False,early
1634,P39_AGAINST,P44_AGAINST,AGAINST,True,,11.6,False,False,early
1635,P27_AGAINST,P40_AGAINST,AGAINST,True,,11.9,False,False,early
1636,P39_FOR,P48_FOR,FOR,False,,21.5,False,False,middle
1637,P25_FOR,P16_FOR,FOR,False,,11.8,False,False,middle
1638,P27_FOR,P40_FOR,FOR,True,,20.4,False,False,middle
1639,P25_AGAINST,P24_AGAINST,AGAINST,True,,13.5,False,False,middle
1640,P33_FOR,P30_FOR,FOR,True,,16.2,False,False,middle
1641,P19_AGAINST,P18_AGAINST,AGAINST,True,,14.5,False,False,middle
1642,P17_FOR,P18_FOR,FOR,False,,23.9,False,False,late
1643,P45_AGAINST,P30_AGAINST,AGAINST,False,,15.4,False,False,late
1644,P33_AGAINST,P32_AGAINST,AGAINST,False,,13.7,False,False,late
1645,P43_AGAINST,P34_AGAINST,AGAINST,True,,14.3,False,False,late
1646,P29_AGAINST,P42_AGAINST,AGAINST,True,,11.6,False,False,late
1647,P17_AGAINST,P16_AGAINST,AGAINST,False,,15.9,False,False,late
1648,P29_FOR,P30_FOR,FOR,False,,12.5,False,False,early
1649,P29_AGAINST,P26_AGAINST,AGAINST,False,5,69.3,True,True,early
1650,P45_AGAINST,P40_AGAINST,AGAINST,False,,43.4,True,True,early
1651,P19_FOR,P30_FOR,FOR,False,,86.4,False,True,early
1652,P19_AGAINST,P34_AGAINST,AGAINST,False,,67.4,True,False,early
1653,P43_FOR,P16_FOR,FOR,False,,20.2,True,False,early
1654,P17_AGAINST,P30_AGAINST,AGAINST,False,,74.3,True,True,early
1655,P43_AGAINST,P16_AGAINST,AGAINST,False,,17.9,False,False,middle
1656,P33_FOR,P22_FOR,FOR,False,,13.6,False,False,middle
1657,P27_FOR,P42_FOR,FOR,True,,11.1,False,False,middle
1658,P45_FOR,P48_FOR,FOR,True,,135.2,True,True,middle
1659,P29_FOR,P32_FOR,FOR,True,,28.9,True,True,middle
1660,P27_AGAINST,P32_AGAINST,AGAINST,True,,38.3,True,True,middle
1661,P33_AGAINST,P18_AGAINST,AGAINST,True,,20.0,False,False,late
1662,P39_FOR,P26_FOR,FOR,False,,34.1,True,True,late
1663,P25_FOR,P24_FOR,FOR,True,,24.5,True,True,late
1664,P25_AGAINST,P24_AGAINST,AGAINST,False,,117.8,True,True,late
1665,P39_AGAINST,P22_AGAINST,AGAINST,False,,19.4,False,False,late
1666,P17_FOR,P40_FOR,FOR,True,,13.7,False,False,late
1667,P19_AGAINST,P26_AGAINST,AGAINST,False,,52.0,False,False,early
1668,P45_AGAINST,P16_AGAINST,AGAINST,False,,158.2,False,False,early
1669,P29_FOR,P16_FOR,FOR,False,4,211.0,False,False,early
1670,P39_FOR,P24_FOR,FOR,True,2,93.5,False,False,early
1671,P27_FOR,P32_FOR,FOR,False,3,68.3,False,False,middle
1672,P17_AGAINST,P26_AGAINST,AGAINST,False,4,37.8,False,False,middle
1673,P45_AGAINST,P26_AGAINST,AGAINST,False,3,18.8,False,False,early
1674,P17_AGAINST,P26_AGAINST,AGAINST,False,,98.8,False,False,early
1675,P19_FOR,P48_FOR,FOR,False,,122.4,False,False,early
1676,P29_AGAINST,P30_AGAINST,AGAINST,False,,128.7,False,False,early
1677,P29_FOR,P32_FOR,FOR,False,,225.1,False,False,early
1678,P39_FOR,P44_FOR,FOR,True,,85.0,False,False,early
1679,P39_AGAINST,P32_AGAINST,AGAINST,False,,53.8,False,False,early
1680,P25_AGAINST,P16_AGAINST,AGAINST,False,,65.2,False,False,middle
1681,P25_FOR,P22_FOR,FOR,True,,115.1,False,False,middle
1682,P45_AGAINST,P24_AGAINST,AGAINST,True,,78.1,False,False,middle
1683,P27_AGAINST,P22_AGAINST,AGAINST,True,,105.5,False,False,middle
1684,P45_FOR,P16_FOR,FOR,False,,98.1,False,False,middle
1685,P27_FOR,P18_FOR,FOR,True,,66.7,False,False,middle
1686,P33_AGAINST,P40_AGAINST,AGAINST,False,,109.7,False,False,late
1687,P19_AGAINST,P34_AGAINST,AGAINST,False,,133.7,False,False,late
1688,P33_FOR,P42_FOR,FOR,True,,127.6,False,False,late
1689,P43_AGAINST,P18_AGAINST,AGAINST,True,,333.4,True,True,late
1690,P17_FOR,P34_FOR,FOR,False,,96.2,False,False,late
1691,P43_FOR,P24_FOR,FOR,False,,271.9,False,False,late
1692,P33_FOR,P44_FOR,FOR,True,,23.4,False,False,early
1693,P25_AGAINST,P42_AGAINST,AGAINST,False,,61.4,False,True,early
1694,P17_FOR,P42_FOR,FOR,True,,12.3,False,False,early
1695,P19_AGAINST,P42_AGAINST,AGAINST,False,1,69.8,True,True,early
1696,P17_AGAINST,P24_AGAINST,AGAINST,False,,10.8,False,False,early
1697,P45_AGAINST,P32_AGAINST,AGAINST,False,3,27.4,False,True,early
1698,P33_AGAINST,P22_AGAINST,AGAINST,True,4,41.5,False,True,early
1699,P39_AGAINST,P16_AGAINST,AGAINST,False,2,29.7,True,False,early
1700,P43_AGAINST,P26_AGAINST,AGAINST,False,4,26.2,True,False,middle
1701,P33_FOR,P34_FOR,FOR,False,4,22.8,False,False,middle
1702,P19_FOR,P44_FOR,FOR,False,,32.8,True,True,middle
1703,P29_AGAINST,P18_AGAINST,AGAINST,False,2,23.7,False,False,middle
1704,P45_FOR,P24_FOR,FOR,False,2,39.2,True,True,middle
1705,P25_AGAINST,P34_AGAINST,AGAINST,False,,38.7,True,True,middle
1706,P25_FOR,P18_FOR,FOR,True,4,26.9,True,True,late
1707,P29_FOR,P48_FOR,FOR,True,3,55.2,True,True,late
1708,P27_AGAINST,P30_AGAINST,AGAINST,True,4,15.9,True,True,late
1709,P27_FOR,P32_FOR,FOR,False,4,18.5,True,True,late
1710,P43_FOR,P22_FOR,FOR,False,2,18.3,True,True,late
1711,P39_FOR,P40_FOR,FOR,True,4,15.7,True,True,late
1712,P33_AGAINST,P26_AGAINST,AGAINST,False,,37.4,True,True,early
1713,P29_AGAINST,P42_AGAINST,AGAINST,False,,40.0,False,False,early
1714,P27_FOR,P18_FOR,FOR,False,,13.2,False,False,early
1715,P17_FOR,P30_FOR,FOR,True,,29.3,False,False,early
1716,P43_AGAINST,P24_AGAINST,AGAINST,True,,14.9,False,False,early
1717,P25_AGAINST,P30_AGAINST,AGAINST,False,,11.6,False,False,early
1718,P39_FOR,P24_FOR,FOR,True,,15.3,False,False,middle
1719,P45_FOR,P26_FOR,FOR,False,,15.5,False,False,middle
1720,P29_FOR,P40_FOR,FOR,False,,13.2,False,False,middle
1721,P39_AGAINST,P32_AGAINST,AGAINST,False,,13.5,False,False,middle
1722,P43_FOR,P16_FOR,FOR,False,,10.7,False,False,middle
1723,P19_AGAINST,P44_AGAINST,AGAINST,True,,12.2,False,False,middle
1724,P45_AGAINST,P18_AGAINST,AGAINST,True,,11.8,False,False,late
1725,P33_FOR,P34_FOR,FOR,True,,17.0,False,False,late
1726,P19_FOR,P44_FOR,FOR,True,,12.0,False,False,late
1727,P25_FOR,P22_FOR,FOR,True,,11.8,False,False,late
1728,P27_AGAINST,P22_AGAINST,AGAINST,False,,11.7,False,False,late
1729,P17_AGAINST,P40_AGAINST,AGAINST,False,,11.7,False,False,late
1730,P29_FOR,P34_FOR,FOR,False,,46.2,False,False,early
1731,P25_AGAINST,P32_AGAINST,AGAINST,False,,171.3,False,True,early
1732,P17_FOR,P16_FOR,FOR,True,,16.3,False,False,middle
1733,P27_AGAINST,P42_AGAINST,AGAINST,True,,44.2,True,False,early
1734,P17_FOR,P34_FOR,FOR,True,3,52.8,False,False,middle
1735,P19_FOR,P18_FOR,FOR,True,,27.5,False,False,early
1736,P43_AGAINST,P30_AGAINST,AGAINST,True,,51.9,True,True,early
1737,P39_AGAINST,P24_AGAINST,AGAINST,True,,34.8,True,True,early
1738,P33_FOR,P16_FOR,FOR,True,,13.0,True,True,middle
1739,P17_AGAINST,P42_AGAINST,AGAINST,True,,11.5,True,True,middle
1740,P19_FOR,P32_FOR,FOR,True,,10.9,True,True,late
1741,P25_AGAINST,P34_AGAINST,AGAINST,False,,49.4,False,False,early
1742,P27_FOR,P24_FOR,FOR,True,5,56.3,False,False,middle
1743,P25_FOR,P18_FOR,FOR,False,4,60.2,False,False,late
1744,P19_FOR,P22_FOR,FOR,False,3,66.3,False,False,early
1745,P43_AGAINST,P42_AGAINST,AGAINST,True,5,38.5,False,False,early
1746,P25_FOR,P44_FOR,FOR,False,5,28.5,False,False,middle
1747,P33_AGAINST,P26_AGAINST,AGAINST,False,4,17.6,False,False,middle
1748,P27_FOR,P40_FOR,FOR,False,,55.5,True,False,early
1749,P39_FOR,P32_FOR,FOR,True,3,56.3,True,True,early
1750,P17_AGAINST,P22_AGAINST,AGAINST,False,,82.1,True,True,early
1751,P29_FOR,P30_FOR,FOR,False,3,52.6,True,True,early
1752,P33_AGAINST,P18_AGAINST,AGAINST,True,3,80.2,True,True,early
1753,P39_AGAINST,P40_AGAINST,AGAINST,False,3,43.9,True,True,early
1754,P39_AGAINST,P40_AGAINST,AGAINST,False,3,43.9,True,True,middle
1755,P43_AGAINST,P30_AGAINST,AGAINST,False,1,187.9,True,True,middle
1756,P19_AGAINST,P16_AGAINST,AGAINST,False,4,45.1,True,True,middle
1757,P25_FOR,P22_FOR,FOR,True,4,30.5,True,True,middle
1758,P27_AGAINST,P26_AGAINST,AGAINST,False,3,41.1,True,True,middle
1759,P45_FOR,P42_FOR,FOR,True,4,24.2,True,True,middle
1760,P19_FOR,P16_FOR,FOR,False,4,44.8,True,True,late
1761,P17_FOR,P48_FOR,FOR,False,5,43.1,True,True,late
1762,P43_FOR,P18_FOR,FOR,False,3,51.2,True,True,late
1763,P29_AGAINST,P24_AGAINST,AGAINST,False,4,163.8,True,True,late
1764,P25_AGAINST,P34_AGAINST,AGAINST,False,3,44.0,True,True,late
1765,P45_AGAINST,P32_AGAINST,AGAINST,False,4,28.4,True,True,late
1766,P27_AGAINST,P26_AGAINST,AGAINST,True,,15.0,False,True,early
1767,P39_AGAINST,P34_AGAINST,AGAINST,False,3,18.2,False,False,middle
1768,P25_FOR,P24_FOR,FOR,False,5,43.2,False,False,early
1769,P33_AGAINST,P30_AGAINST,AGAINST,False,3,162.4,True,False,middle
1770,P17_FOR,P48_FOR,FOR,True,5,16.8,False,False,early
1771,P29_AGAINST,P34_AGAINST,AGAINST,True,,97.1,True,True,early
1772,P29_FOR,P48_FOR,FOR,False,3,27.9,False,False,middle
1773,P19_AGAINST,P40_AGAINST,AGAINST,False,,24.9,False,False,late
1774,P39_AGAINST,P22_AGAINST,AGAINST,False,5,54.6,False,False,early
1775,P17_FOR,P40_FOR,FOR,False,5,47.5,False,False,early
1776,P27_FOR,P22_FOR,FOR,True,5,38.4,False,False,early
1777,P29_AGAINST,P24_AGAINST,AGAINST,False,2,78.9,False,False,early
1778,P33_FOR,P32_FOR,FOR,True,3,34.7,False,False,middle
1779,P43_AGAINST,P26_AGAINST,AGAINST,False,5,23.3,False,False,middle
1780,P19_FOR,P30_FOR,FOR,False,5,32.4,False,False,middle
1781,P39_FOR,P44_FOR,FOR,False,5,16.1,False,False,middle
1782,P19_AGAINST,P44_AGAINST,AGAINST,True,5,86.1,False,False,late
1783,P17_AGAINST,P16_AGAINST,AGAINST,False,3,32.8,False,False,late
1784,P45_AGAINST,P42_AGAINST,AGAINST,True,,105.7,False,False,early
1785,P19_FOR,P26_FOR,FOR,False,,13.6,False,False,early
1786,P17_AGAINST,P34_AGAINST,AGAINST,False,,89.6,False,False,middle
1787,P27_FOR,P30_FOR,FOR,True,,108.7,False,False,middle
1788,P39_FOR,P24_FOR,FOR,True,,112.2,False,False,late
1789,P39_AGAINST,P30_AGAINST,AGAINST,True,,20.9,False,False,late
1790,P45_FOR,P22_FOR,FOR,True,,40.4,False,False,early
1791,P29_AGAINST,P22_AGAINST,AGAINST,True,,44.8,False,False,early
1792,P17_FOR,P30_FOR,FOR,False,2,39.7,False,False,middle
1793,P39_AGAINST,P44_AGAINST,AGAINST,True,,61.7,False,False,middle
1794,P43_FOR,P16_FOR,FOR,False,,15.3,False,False,early
1795,P45_FOR,P30_FOR,FOR,True,,28.7,False,False,early
1796,P33_AGAINST,P44_AGAINST,AGAINST,False,,11.7,False,False,middle
1797,P27_FOR,P34_FOR,FOR,False,,14.2,False,False,middle
1798,P17_FOR,P42_FOR,FOR,False,,104.4,False,False,early
1799,P43_AGAINST,P22_AGAINST,AGAINST,True,5,131.1,True,True,middle
1800,P39_AGAINST,P16_AGAINST,AGAINST,True,,229.5,True,True,late
1801,P27_AGAINST,P34_AGAINST,AGAINST,True,5,14.7,False,False,early
1802,P17_AGAINST,P40_AGAINST,AGAINST,False,3,48.4,True,True,early
1803,P43_AGAINST,P24_AGAINST,AGAINST,False,3,53.8,True,True,early
1804,P43_FOR,P34_FOR,FOR,False,4,47.8,True,True,early
1805,P19_AGAINST,P30_AGAINST,AGAINST,False,2,48.3,True,True,early
1806,P29_FOR,P44_FOR,FOR,False,,48.9,True,True,early
1807,P45_AGAINST,P26_AGAINST,AGAINST,False,5,14.2,False,False,middle
1808,P17_FOR,P24_FOR,FOR,True,,51.6,True,True,middle
1809,P27_FOR,P48_FOR,FOR,False,,56.8,True,True,middle
1810,P39_AGAINST,P22_AGAINST,AGAINST,True,,34.8,True,True,middle
1811,P29_AGAINST,P32_AGAINST,AGAINST,True,,96.0,True,True,middle
1812,P45_FOR,P16_FOR,FOR,True,,11.4,False,False,middle
1813,P39_FOR,P18_FOR,FOR,True,,54.6,True,True,late
1814,P25_FOR,P42_FOR,FOR,True,,28.4,False,True,late
1815,P33_FOR,P40_FOR,FOR,False,,23.2,True,True,late
